udi,product_id,type,air_temperature,process_temperature,rpm,torque,tool_wear,machine_failure,twf,hdf,pwf,osf,rnf,power_consumption,temp_diff,type_encoded
4216,M19075,M,302.0,310.7,2157,17.8,17,0,0,0,0,0,0,4020.673109917289,8.699999999999989,1
4217,L51396,L,301.9,310.7,1370,50.3,20,0,0,0,0,0,0,7216.343045050874,8.800000000000011,0
4218,L51397,L,301.9,310.6,1462,38.8,22,0,0,0,0,0,0,5940.290941015772,8.700000000000045,0
4219,M19078,M,302.0,310.6,1479,40.5,24,0,0,0,0,0,0,6272.660971790061,8.600000000000023,1
4220,L51399,L,301.9,310.7,1717,26.8,27,0,0,0,0,0,0,4818.742363684216,8.800000000000011,0
4221,M19080,M,301.9,310.6,1260,65.9,29,0,0,0,0,0,0,8695.30014660583,8.700000000000045,1
4222,L51401,L,301.9,310.6,1467,39.3,32,0,0,0,0,0,0,6037.418513889256,8.700000000000045,0
4223,M19082,M,302.0,310.6,1535,38.6,34,0,0,0,0,0,0,6204.750210594962,8.600000000000023,1
4224,L51403,L,302.0,310.7,1657,31.9,37,0,0,0,0,0,0,5535.3082320415115,8.699999999999989,0
4225,L51404,L,302.0,310.7,1698,28.1,39,0,0,0,0,0,0,4996.577451828422,8.699999999999989,0
4226,L51405,L,302.1,310.7,1359,49.3,41,1,0,1,0,0,0,7016.087457335549,8.599999999999966,0
4227,L51406,L,302.1,310.8,1596,37.1,43,0,0,0,0,0,0,6200.624252243247,8.699999999999989,0
4228,L51407,L,302.2,310.8,1383,46.9,45,0,0,0,0,0,0,6792.406060399956,8.600000000000023,0
4229,L51408,L,302.2,310.8,2203,16.6,47,0,0,0,0,0,0,3829.5805007749345,8.600000000000023,0
4230,M19089,M,302.2,310.8,1408,46.8,49,0,0,0,0,0,0,6900.445431756907,8.600000000000023,1
4231,L51410,L,302.2,310.8,1673,32.9,52,0,0,0,0,0,0,5763.953345369777,8.600000000000023,0
4232,L51411,L,302.2,310.8,1340,47.8,54,0,0,0,0,0,0,6707.509754924447,8.600000000000023,0
4233,L51412,L,302.2,310.9,1452,42.3,56,0,0,0,0,0,0,6431.845471547455,8.699999999999989,0
4234,M19093,M,302.2,310.9,1302,53.4,58,0,0,0,0,0,0,7280.829470253561,8.699999999999989,1
4235,H33648,H,302.2,310.9,1522,35.9,61,0,0,0,0,0,0,5721.866475787186,8.699999999999989,2
4236,L51415,L,302.2,310.8,1438,41.4,66,0,0,0,0,0,0,6234.302125489729,8.600000000000023,0
4237,L51416,L,302.2,310.9,1604,40.5,68,0,0,0,0,0,0,6802.804732083338,8.699999999999989,0
4238,L51417,L,302.2,311.0,1832,23.2,70,0,0,0,0,0,0,4450.840919997828,8.800000000000011,0
4239,M19098,M,302.3,311.0,1521,34.8,72,0,0,0,0,0,0,5542.900414287686,8.699999999999989,1
4240,L51419,L,302.3,311.0,1446,37.6,75,0,0,0,0,0,0,5693.571197953855,8.699999999999989,0
4241,L51420,L,302.4,311.1,1905,20.9,77,0,0,0,0,0,0,4169.364690211693,8.700000000000045,0
4242,L51421,L,302.4,311.0,1475,47.9,79,0,0,0,0,0,0,7398.712498591762,8.600000000000023,0
4243,L51422,L,302.4,311.0,1462,48.5,81,0,0,0,0,0,0,7425.363676269715,8.600000000000023,0
4244,M19103,M,302.4,310.9,1435,42.3,83,0,0,0,0,0,0,6356.541495640908,8.5,1
4245,L51424,L,302.4,310.9,1469,39.6,86,0,0,0,0,0,0,6091.799482722896,8.5,0
4246,M19105,M,302.6,311.1,1520,43.0,88,0,0,0,0,0,0,6844.483194620962,8.5,1
4247,L51426,L,302.6,311.0,1537,35.5,91,0,0,0,0,0,0,5713.876358471557,8.399999999999977,0
4248,L51427,L,302.6,311.0,1369,60.0,93,1,0,1,0,0,0,8601.680685528854,8.399999999999977,0
4249,L51428,L,302.6,311.0,1506,37.2,95,0,0,0,0,0,0,5866.735785019724,8.399999999999977,0
4250,L51429,L,302.5,310.9,1330,56.9,97,1,0,1,0,0,0,7924.876908190492,8.399999999999977,0
4251,L51430,L,302.6,311.0,1660,38.0,99,0,0,0,0,0,0,6605.722152948138,8.399999999999977,0
4252,H33665,H,302.5,310.9,1356,55.5,101,1,0,1,0,0,0,7880.999330795355,8.399999999999977,2
4253,H33666,H,302.6,311.0,1438,51.0,106,0,0,0,0,0,0,7679.9374009656085,8.399999999999977,2
4254,M19113,M,302.6,311.0,1329,48.6,111,1,0,1,0,0,0,6763.786151325753,8.399999999999977,1
4255,L51434,L,302.6,311.0,1284,68.0,114,1,0,1,1,0,0,9143.291259007734,8.399999999999977,0
4256,M19115,M,302.5,311.0,1387,52.1,116,0,0,0,0,0,0,7567.332248285438,8.5,1
4257,M19116,M,302.6,311.0,1591,33.9,119,0,0,0,0,0,0,5648.049520403338,8.399999999999977,1
4258,M19117,M,302.6,311.0,1589,39.0,122,0,0,0,0,0,0,6489.5879445204355,8.399999999999977,1
4259,M19118,M,302.7,311.1,1297,60.7,125,1,0,1,0,0,0,8244.366409085063,8.400000000000034,1
4260,L51439,L,302.7,311.2,1545,35.1,128,0,0,0,0,0,0,5678.89996026159,8.5,0
4261,H33674,H,302.7,311.1,1418,43.4,130,0,0,0,0,0,0,6444.5793937700055,8.400000000000034,2
4262,L51441,L,302.7,311.1,1730,28.1,135,0,0,0,0,0,0,5090.741455632021,8.400000000000034,0
4263,L51442,L,302.6,311.0,2001,20.7,137,0,0,0,0,0,0,4337.565560884891,8.399999999999977,0
4264,L51443,L,302.6,311.0,1620,36.2,139,0,0,0,0,0,0,6141.185319237327,8.399999999999977,0
4265,M19124,M,302.6,311.0,1542,39.7,141,0,0,0,0,0,0,6410.671137062261,8.399999999999977,1
4266,L51445,L,302.6,311.0,1424,38.0,144,0,0,0,0,0,0,5666.59538903503,8.399999999999977,0
4267,L51446,L,302.7,311.1,1440,39.5,146,0,0,0,0,0,0,5956.459671206248,8.400000000000034,0
4268,L51447,L,302.6,311.0,1520,42.8,148,0,0,0,0,0,0,6812.648389064586,8.399999999999977,0
4269,L51448,L,302.7,311.0,1694,29.8,150,0,0,0,0,0,0,5286.378902146569,8.300000000000011,0
4270,L51449,L,302.6,311.0,1610,39.2,152,0,0,0,0,0,0,6609.073185111967,8.399999999999977,0
4271,L51450,L,302.6,310.9,1331,52.0,154,1,0,1,0,0,0,7247.863691341891,8.299999999999955,0
4272,L51451,L,302.6,310.8,1470,41.2,156,0,0,0,0,0,0,6342.247249067075,8.199999999999989,0
4273,L51452,L,302.5,310.8,1577,36.9,158,0,0,0,0,0,0,6093.778686094657,8.300000000000011,0
4274,L51453,L,302.6,310.8,1486,36.4,160,0,0,0,0,0,0,5664.333442324444,8.199999999999989,0
4275,L51454,L,302.4,310.6,1445,40.3,162,0,0,0,0,0,0,6098.197859760707,8.200000000000045,0
4276,M19135,M,302.4,310.5,1500,36.7,164,0,0,0,0,0,0,5764.82251933727,8.100000000000023,1
4277,M19136,M,302.2,310.4,1456,47.5,167,0,0,0,0,0,0,7242.418264075669,8.199999999999989,1
4278,L51457,L,302.2,310.4,1743,28.1,170,0,0,0,0,0,0,5128.995582177233,8.199999999999989,0
4279,L51458,L,302.0,310.1,1409,50.4,172,0,0,0,0,0,0,7436.526802165471,8.100000000000023,0
4280,L51459,L,302.0,310.1,1361,45.4,174,1,0,1,0,0,0,6470.570836990706,8.100000000000023,0
4281,L51460,L,302.1,310.1,1753,28.9,176,0,0,0,0,0,0,5305.280817945667,8.0,0
4282,L51461,L,302.0,310.0,1832,22.9,178,0,0,0,0,0,0,4393.286942584062,8.0,0
4283,L51462,L,301.9,309.9,1374,48.5,180,1,0,1,0,0,0,6978.419761419008,8.0,0
4284,M19143,M,301.8,309.9,1334,61.0,182,1,0,1,0,0,0,8521.465353107193,8.099999999999966,1
4285,L51464,L,301.8,310.0,1493,40.3,185,0,0,0,0,0,0,6300.767754064177,8.199999999999989,0
4286,L51465,L,301.7,309.9,1317,49.0,187,1,0,1,0,0,0,6757.879957137005,8.199999999999989,0
4287,M19146,M,301.7,309.9,1434,47.9,189,0,0,0,0,0,0,7193.053371512262,8.199999999999989,1
4288,M19147,M,301.7,309.9,1457,39.2,192,0,0,0,0,0,0,5981.005981806297,8.199999999999989,1
4289,M19148,M,301.7,310.0,1391,50.6,195,0,0,0,0,0,0,7370.6580761952055,8.300000000000011,1
4290,M19149,M,301.8,310.0,1781,23.9,198,0,0,0,0,0,0,4457.490624447925,8.199999999999989,1
4291,L51470,L,301.8,310.0,1642,32.6,201,0,0,0,0,0,0,5605.564715751291,8.199999999999989,0
4292,L51471,L,301.8,310.0,2032,19.0,203,0,0,0,0,0,0,4043.0203056598248,8.199999999999989,0
4293,M19152,M,301.8,310.1,2372,13.9,205,1,0,0,1,0,0,3452.6941020992786,8.300000000000011,1
4294,L51473,L,301.8,310.0,1393,44.9,208,0,0,0,0,0,0,6549.770387787704,8.199999999999989,0
4295,M19154,M,301.7,310.1,1743,27.3,210,0,0,0,0,0,0,4982.974355638378,8.400000000000034,1
4296,L51475,L,301.8,310.2,1457,40.4,213,0,0,0,0,0,0,6164.098001657509,8.399999999999977,0
4297,L51476,L,301.8,310.2,2825,5.8,215,1,0,0,1,0,0,1715.8331876356253,8.399999999999977,0
4298,M19157,M,301.8,310.2,1609,34.2,217,0,0,0,0,0,0,5762.497740773614,8.399999999999977,1
4299,M19158,M,301.8,310.2,1437,42.3,0,0,0,0,0,0,0,6365.40078692403,8.399999999999977,1
4300,L51479,L,301.7,310.1,1402,50.1,3,0,0,0,0,0,0,7355.536543555927,8.400000000000034,0
4301,M19160,M,301.7,310.1,1644,34.6,5,0,0,0,0,0,0,5956.710998618536,8.400000000000034,1
4302,L51481,L,301.7,310.2,1471,51.1,8,0,0,0,0,0,0,7871.585024810099,8.5,0
4303,L51482,L,301.7,310.1,2695,12.6,10,0,0,0,0,0,0,3555.9687245982864,8.400000000000034,0
4304,L51483,L,301.7,310.2,1435,48.1,12,0,0,0,0,0,0,7228.1240175018365,8.5,0
4305,L51484,L,301.6,310.1,1694,26.3,14,0,0,0,0,0,0,4665.495474042106,8.5,0
4306,L51485,L,301.6,310.1,1687,26.6,16,0,0,0,0,0,0,4699.215235190637,8.5,0
4307,L51486,L,301.6,310.0,1869,22.9,18,0,0,0,0,0,0,4482.01599109695,8.399999999999977,0
4308,L51487,L,301.4,309.9,1259,63.9,20,1,0,1,0,0,0,8424.714771352139,8.5,0
4309,H33722,H,301.4,309.9,1460,47.2,22,0,0,0,0,0,0,7216.447764805996,8.5,2
4310,M19169,M,301.3,309.9,1501,39.5,27,0,0,0,0,0,0,6208.7819211670685,8.599999999999966,1
4311,L51490,L,301.4,310.0,1776,25.6,30,0,0,0,0,0,0,4761.146498368404,8.600000000000023,0
4312,M19171,M,301.5,310.1,1468,40.8,32,0,0,0,0,0,0,6272.126901038951,8.600000000000023,1
4313,L51492,L,301.5,310.1,1430,46.5,35,0,0,0,0,0,0,6963.3401166817775,8.600000000000023,0
4314,L51493,L,301.4,310.1,1502,46.6,37,0,0,0,0,0,0,7329.67076404137,8.700000000000045,0
4315,H33728,H,301.4,310.1,1623,32.3,39,0,0,0,0,0,0,5489.713250662412,8.700000000000045,2
4316,M19175,M,301.4,310.0,1651,29.8,44,0,0,0,0,0,0,5152.191007936237,8.600000000000023,1
4317,L51496,L,301.5,310.1,1639,33.4,47,0,0,0,0,0,0,5732.631666613487,8.600000000000023,0
4318,M19177,M,301.5,310.0,1417,44.6,49,0,0,0,0,0,0,6618.100028003281,8.5,1
4319,L51498,L,301.5,310.1,1541,42.2,52,0,0,0,0,0,0,6809.946619382498,8.600000000000023,0
4320,M19179,M,301.6,310.2,1411,45.1,54,0,0,0,0,0,0,6663.956808770181,8.599999999999966,1
4321,L51500,L,301.7,310.3,1397,44.6,57,0,0,0,0,0,0,6524.690006436545,8.600000000000023,0
4322,L51501,L,301.7,310.2,1686,28.9,59,0,0,0,0,0,0,5102.51195610747,8.5,0
4323,M19182,M,301.7,310.1,1431,44.0,61,0,0,0,0,0,0,6593.574661354258,8.400000000000034,1
4324,L51503,L,301.8,310.3,1341,50.5,64,1,0,1,0,0,0,7091.674176580919,8.5,0
4325,L51504,L,301.7,310.2,1486,43.0,66,0,0,0,0,0,0,6691.38291263602,8.5,0
4326,L51505,L,301.6,310.2,1384,57.1,68,0,0,0,0,0,0,8275.625255988281,8.599999999999966,0
4327,L51506,L,301.6,310.1,1362,55.8,70,1,0,1,0,0,0,7958.659501192094,8.5,0
4328,H33741,H,301.7,310.1,1660,29.3,72,0,0,0,0,0,0,5093.359449510012,8.400000000000034,2
4329,L51508,L,301.6,310.1,1326,48.2,77,1,0,1,0,0,0,6692.974652913838,8.5,0
4330,L51509,L,301.6,310.0,1566,30.3,79,0,0,0,0,0,0,4968.9314364768325,8.399999999999977,0
4331,L51510,L,301.5,309.8,1549,38.5,81,0,0,0,0,0,0,6245.119676193589,8.300000000000011,0
4332,M19191,M,301.6,309.9,1746,31.1,83,0,0,0,0,0,0,5686.345534850598,8.299999999999955,1
4333,M19192,M,301.7,309.9,1452,41.5,86,0,0,0,0,0,0,6310.203004000459,8.199999999999989,1
4334,L51513,L,301.6,309.8,1588,33.9,89,0,0,0,0,0,0,5637.399521307668,8.199999999999989,0
4335,L51514,L,301.6,309.8,1472,42.5,91,0,0,0,0,0,0,6551.2678802859145,8.199999999999989,0
4336,L51515,L,301.7,309.9,1607,37.7,93,0,0,0,0,0,0,6344.331172193955,8.199999999999989,0
4337,H33750,H,301.6,309.9,1423,53.6,95,0,0,0,0,0,0,7987.268938290786,8.299999999999955,2
4338,L51517,L,301.6,309.9,1440,43.4,100,0,0,0,0,0,0,6544.565815958256,8.299999999999955,0
4339,L51518,L,301.6,309.9,1397,43.7,102,0,0,0,0,0,0,6393.025858324598,8.299999999999955,0
4340,L51519,L,301.7,309.9,1524,46.6,104,0,0,0,0,0,0,7437.029456990045,8.199999999999989,0
4341,M19200,M,301.7,309.9,1533,40.9,106,0,0,0,0,0,0,6565.897230076132,8.199999999999989,1
4342,L51521,L,301.7,309.8,1398,46.0,109,0,0,0,0,0,0,6734.3180122350805,8.100000000000023,0
4343,M19202,M,301.7,309.8,1284,68.2,111,1,0,1,1,0,0,9170.183292122463,8.100000000000023,1
4344,L51523,L,301.7,309.8,1491,39.3,114,0,0,0,0,0,0,6136.190186918119,8.100000000000023,0
4345,H33758,H,301.8,309.9,1418,51.3,116,0,0,0,0,0,0,7617.671034571458,8.099999999999966,2
4346,M19205,M,301.8,309.8,1546,39.8,121,0,0,0,0,0,0,6443.49030831676,8.0,1
4347,L51526,L,301.8,309.7,1598,30.4,124,0,0,0,0,0,0,5087.201927908975,7.899999999999977,0
4348,H33761,H,301.9,309.8,1724,27.5,126,0,0,0,0,0,0,4964.7635902230695,7.900000000000034,2
4349,L51528,L,301.9,309.8,1507,44.7,131,0,0,0,0,0,0,7054.22639215013,7.900000000000034,0
4350,L51529,L,301.9,309.7,1595,31.4,133,0,0,0,0,0,0,5244.679495657921,7.800000000000011,0
4351,M19210,M,301.9,309.7,1568,37.5,135,0,0,0,0,0,0,6157.521601035994,7.800000000000011,1
4352,L51531,L,301.8,309.6,1432,43.7,138,0,0,0,0,0,0,6553.194723780118,7.800000000000011,0
4353,L51532,L,301.9,309.7,1424,42.8,140,0,0,0,0,0,0,6382.375859228928,7.800000000000011,0
4354,M19213,M,302.0,309.7,1386,62.7,142,1,0,0,1,0,0,9100.377103359697,7.699999999999989,1
4355,L51534,L,302.0,309.8,1456,58.1,145,0,0,0,0,0,0,8858.62107669045,7.800000000000011,0
4356,H33769,H,302.0,309.8,1280,57.3,147,1,0,1,0,0,0,7680.565719496326,7.800000000000011,2
4357,L51536,L,302.0,309.8,1649,31.0,152,0,0,0,0,0,0,5353.169161961889,7.800000000000011,0
4358,L51537,L,302.0,309.9,1407,52.8,154,0,0,0,0,0,0,7779.588719937476,7.899999999999977,0
4359,H33772,H,302.0,309.9,1606,34.5,156,0,0,0,0,0,0,5802.207471914989,7.899999999999977,2
4360,M19219,M,302.1,310.0,1531,38.0,161,0,0,0,0,0,0,6092.385913351566,7.899999999999977,1
4361,L51540,L,302.1,310.1,1543,35.8,164,0,0,0,0,0,0,5784.656440956934,8.0,0
4362,M19221,M,302.1,310.1,1379,48.2,166,1,0,1,0,0,0,6960.491739342522,8.0,1
4363,L51542,L,302.1,310.1,1447,46.6,169,0,0,0,0,0,0,7061.274031669683,8.0,0
4364,H33777,H,302.1,310.1,1844,24.6,171,0,0,0,0,0,0,4750.339419640054,8.0,2
4365,H33778,H,302.1,310.1,1615,29.9,176,0,0,0,0,0,0,5056.75989509569,8.0,2
4366,L51545,L,302.0,310.0,1449,48.8,181,0,0,0,0,0,0,7404.859548217286,8.0,0
4367,L51546,L,302.0,309.9,1388,51.4,183,0,0,0,0,0,0,7471.042433452911,7.899999999999977,0
4368,H33781,H,302.0,309.9,1447,42.8,185,0,0,0,0,0,0,6485.461986168721,7.899999999999977,2
4369,L51548,L,302.0,310.0,1664,28.6,190,0,0,0,0,0,0,4983.655034046657,8.0,0
4370,H33783,H,302.0,309.9,1735,27.2,192,0,0,0,0,0,0,4941.934683606984,7.899999999999977,2
4371,L51550,L,302.0,309.9,1308,57.6,197,1,0,1,0,1,0,7889.670126519263,7.899999999999977,0
4372,L51551,L,302.0,309.8,1480,40.0,199,0,0,0,0,0,0,6199.409503083859,7.800000000000011,0
4373,M19232,M,301.9,309.6,1439,41.7,201,0,0,0,0,0,0,6283.8450416368405,7.7000000000000455,1
4374,M19233,M,301.9,309.7,1533,35.9,204,0,0,0,0,0,0,5763.22030708394,7.800000000000011,1
4375,L51554,L,302.0,309.7,1551,34.8,207,0,0,0,0,0,0,5652.227838632612,7.699999999999989,0
4376,L51555,L,302.0,309.7,1414,36.3,209,0,0,0,0,0,0,5375.07653473292,7.699999999999989,0
4377,M19236,M,301.9,309.6,1551,34.6,211,0,0,0,0,0,0,5619.743770594494,7.7000000000000455,1
4378,M19237,M,301.8,309.6,1436,49.0,214,0,0,0,0,0,0,7368.50084923974,7.800000000000011,1
4379,M19238,M,301.9,309.6,1385,45.8,217,0,0,0,0,0,0,6642.688226505377,7.7000000000000455,1
4380,M19239,M,301.8,309.5,1732,30.1,220,0,0,0,0,0,0,5459.375937604247,7.699999999999989,1
4381,L51560,L,301.9,309.6,1410,49.0,223,0,0,0,0,0,0,7235.087881217293,7.7000000000000455,0
4382,L51561,L,301.9,309.6,1446,43.2,225,0,0,0,0,0,0,6541.549887010811,7.7000000000000455,0
4383,L51562,L,301.8,309.5,1525,39.6,227,0,0,0,0,0,0,6324.026011676254,7.699999999999989,0
4384,L51563,L,301.7,309.5,1298,65.5,229,1,0,1,0,1,0,8903.168860518354,7.800000000000011,0
4385,L51564,L,301.8,309.6,1443,42.7,231,0,0,0,0,0,0,6452.422903428469,7.800000000000011,0
4386,L51565,L,301.8,309.7,1442,45.3,233,1,1,0,0,0,0,6840.566675779486,7.899999999999977,0
4387,L51566,L,301.9,309.7,1719,31.9,0,0,0,0,0,0,0,5742.422963717176,7.800000000000011,0
4388,L51567,L,302.0,309.8,1532,39.4,2,0,0,0,0,0,0,6320.968194826758,7.800000000000011,0
4389,L51568,L,302.0,309.8,1701,27.2,4,0,0,0,0,0,0,4845.089854072323,7.800000000000011,0
4390,M19249,M,302.1,310.0,1355,45.1,6,1,0,1,0,0,0,6399.476595239969,7.899999999999977,1
4391,M19250,M,302.2,310.1,1421,45.4,9,0,0,0,0,0,0,6755.827449936658,7.900000000000034,1
4392,M19251,M,302.2,310.1,1368,51.6,12,1,0,1,0,0,0,7392.04185019064,7.900000000000034,1
4393,L51572,L,302.2,310.1,1458,45.1,15,0,0,0,0,0,0,6885.931273697323,7.900000000000034,0
4394,M19253,M,302.2,310.1,1572,34.6,17,0,0,0,0,0,0,5695.833144664439,7.900000000000034,1
4395,L51574,L,302.2,310.0,1483,48.7,20,0,0,0,0,0,0,7563.080626227579,7.800000000000011,0
4396,L51575,L,302.3,310.1,1513,40.4,22,0,0,0,0,0,0,6401.015975640227,7.800000000000011,0
4397,H33810,H,302.3,310.1,1383,42.9,24,0,0,0,0,0,0,6213.096375077998,7.800000000000011,2
4398,L51577,L,302.4,310.2,1539,37.7,29,0,0,0,0,0,0,6075.871607969197,7.800000000000011,0
4399,M19258,M,302.3,310.1,1563,37.8,31,0,0,0,0,0,0,6186.989740126666,7.800000000000011,1
4400,L51579,L,302.3,310.1,1653,29.7,34,0,0,0,0,0,0,5141.122129820088,7.800000000000011,0
4401,L51580,L,302.3,310.1,1353,50.9,36,1,0,1,0,0,0,7211.808679654192,7.800000000000011,0
4402,H33815,H,302.2,310.0,1468,43.6,38,0,0,0,0,0,0,6702.566982482801,7.800000000000011,2
4403,H33816,H,302.3,310.2,1506,33.8,43,0,0,0,0,0,0,5330.528750905017,7.899999999999977,2
4404,L51583,L,302.3,310.1,1388,49.9,48,0,0,0,0,0,0,7253.01590329378,7.800000000000011,0
4405,M19264,M,302.4,310.2,1485,45.9,50,0,0,0,0,0,0,7137.85558858869,7.800000000000011,1
4406,L51585,L,302.4,310.2,1331,45.5,53,1,0,1,0,0,0,6341.880729924155,7.800000000000011,0
4407,L51586,L,302.5,310.3,1326,58.5,55,1,0,1,0,0,0,8123.216124387127,7.800000000000011,0
4408,L51587,L,302.3,310.2,1394,55.4,57,0,0,0,0,0,0,8087.255360479038,7.899999999999977,0
4409,L51588,L,302.4,310.1,2009,18.9,59,0,0,0,0,0,0,3976.219573868993,7.7000000000000455,0
4410,M19269,M,302.4,310.1,1358,54.6,61,1,0,1,0,0,0,7764.634738906389,7.7000000000000455,1
4411,L51590,L,302.5,310.2,1586,32.2,64,0,0,0,0,0,0,5347.95411815693,7.699999999999989,0
4412,L51591,L,302.5,310.3,1688,31.6,66,0,0,0,0,0,0,5585.835513886748,7.800000000000011,0
4413,L51592,L,302.6,310.5,1450,43.2,68,0,0,0,0,0,0,6559.6454606954885,7.899999999999977,0
4414,M19273,M,302.7,310.5,1398,47.3,70,0,0,0,0,0,0,6924.63569518955,7.800000000000011,1
4415,L51594,L,302.7,310.5,1520,39.3,73,0,0,0,0,0,0,6255.539291827996,7.800000000000011,0
4416,L51595,L,302.6,310.4,1514,42.7,75,0,0,0,0,0,0,6769.901785024742,7.7999999999999545,0
4417,M19276,M,302.6,310.4,1532,36.1,77,0,0,0,0,0,0,5791.547000843808,7.7999999999999545,1
4418,L51597,L,302.6,310.4,1365,66.8,80,1,0,1,1,0,0,9548.556711320816,7.7999999999999545,0
4419,L51598,L,302.6,310.3,1642,33.2,82,0,0,0,0,0,0,5708.73461849518,7.699999999999989,0
4420,M19279,M,302.6,310.2,2676,10.8,84,1,0,0,1,0,0,3026.4846987622636,7.599999999999966,1
4421,H33834,H,302.6,310.2,1873,21.3,87,0,0,0,0,0,0,4177.7841585233145,7.599999999999966,2
4422,L51601,L,302.6,310.2,1325,62.4,92,1,0,1,0,0,0,8658.22935329347,7.599999999999966,0
4423,M19282,M,302.6,310.2,2157,17.2,94,0,0,0,0,0,0,3885.1448028414247,7.599999999999966,1
4424,M19283,M,302.6,310.2,1563,39.0,97,0,0,0,0,0,0,6383.402112829101,7.599999999999966,1
4425,M19284,M,302.6,310.2,1631,31.0,100,0,0,0,0,0,0,5294.735538605118,7.599999999999966,1
4426,L51605,L,302.5,310.2,1547,36.9,103,0,0,0,0,0,0,5977.8539171771945,7.699999999999989,0
4427,L51606,L,302.6,310.3,1479,40.4,105,0,0,0,0,0,0,6257.1729200078635,7.699999999999989,0
4428,M19287,M,302.4,310.1,1379,48.9,107,1,0,1,0,0,0,7061.577718959529,7.7000000000000455,1
4429,L51608,L,302.4,310.1,1906,21.2,110,0,0,0,0,0,0,4231.432089071116,7.7000000000000455,0
4430,M19289,M,302.3,310.1,1731,33.4,112,0,0,0,0,0,0,6054.414530145177,7.800000000000011,1
4431,H33844,H,302.3,310.1,1688,30.4,115,0,0,0,0,0,0,5373.715177916365,7.800000000000011,2
4432,H33845,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0,8250.639122416731,7.899999999999977,2
4433,L51612,L,302.4,310.2,1445,46.4,125,0,0,0,0,0,0,7021.250141262948,7.800000000000011,0
4434,H33847,H,302.4,310.2,1435,44.9,127,0,0,0,0,0,0,6747.250901992359,7.800000000000011,2
4435,L51614,L,302.4,310.1,1556,32.9,132,0,0,0,0,0,0,5360.855591987671,7.7000000000000455,0
4436,L51615,L,302.3,310.1,1321,52.7,134,1,0,1,0,0,0,7290.243776238818,7.800000000000011,0
4437,M19296,M,302.4,310.1,1577,35.8,136,0,0,0,0,0,0,5912.121326888583,7.7000000000000455,1
4438,L51617,L,302.4,310.2,1578,31.2,139,0,0,0,0,0,0,5155.7305356592815,7.800000000000011,0
4439,L51618,L,302.4,310.1,1418,52.3,141,0,0,0,0,0,0,7766.163647331136,7.7000000000000455,0
4440,M19299,M,302.4,310.2,1392,55.8,143,0,0,0,0,0,0,8133.960371262405,7.800000000000011,1
4441,L51620,L,302.5,310.3,1446,44.0,146,0,0,0,0,0,0,6662.689699733234,7.800000000000011,0
4442,L51621,L,302.5,310.2,1329,50.6,148,1,0,1,0,0,0,7042.131260433808,7.699999999999989,0
4443,L51622,L,302.5,310.2,1563,34.8,150,0,0,0,0,0,0,5695.958808370581,7.699999999999989,0
4444,L51623,L,302.5,310.3,1405,57.4,152,0,0,0,0,0,0,8445.334091135202,7.800000000000011,0
4445,L51624,L,302.4,310.2,2224,16.0,154,0,0,0,0,0,0,3726.3477661779734,7.800000000000011,0
4446,L51625,L,302.5,310.2,1716,29.9,156,0,0,0,0,0,0,5373.003083581551,7.699999999999989,0
4447,L51626,L,302.5,310.3,1584,35.5,158,0,0,0,0,0,0,5888.601269888709,7.800000000000011,0
4448,M19307,M,302.5,310.3,1488,41.8,160,0,0,0,0,0,0,6513.401216834644,7.800000000000011,1
4449,L51628,L,302.4,310.3,1374,51.2,163,1,0,1,0,0,0,7366.909108961921,7.900000000000034,0
4450,M19309,M,302.4,310.3,1378,54.3,165,1,0,1,0,0,0,7835.69756473059,7.900000000000034,1
4451,L51630,L,302.5,310.3,1551,37.3,168,0,0,0,0,0,0,6058.278689109093,7.800000000000011,0
4452,L51631,L,302.5,310.3,1549,40.9,170,0,0,0,0,0,0,6634.425837826437,7.800000000000011,0
4453,M19312,M,302.5,310.3,1447,39.2,172,0,0,0,0,0,0,5939.95583779939,7.800000000000011,1
4454,L51633,L,302.4,310.2,1400,53.7,175,0,0,0,0,0,0,7872.831189896022,7.800000000000011,0
4455,L51634,L,302.4,310.1,1401,48.8,177,0,0,0,0,0,0,7159.563993824994,7.7000000000000455,0
4456,H33869,H,302.4,310.1,1597,28.9,179,0,0,0,0,0,0,4833.1622739641925,7.7000000000000455,2
4457,L51636,L,302.3,310.1,1487,46.0,184,0,0,0,0,0,0,7163.040689694968,7.800000000000011,0
4458,M19317,M,302.5,310.3,1710,27.3,186,0,0,0,0,0,0,4888.632328251077,7.800000000000011,1
4459,L51638,L,302.6,310.4,1478,47.7,189,0,0,0,0,0,0,7382.805567789085,7.7999999999999545,0
4460,L51639,L,302.6,310.4,1743,26.3,191,0,0,0,0,0,0,4800.447822464811,7.7999999999999545,0
4461,L51640,L,302.6,310.5,1596,32.8,193,0,0,0,0,0,0,5481.953516808045,7.899999999999977,0
4462,L51641,L,302.7,310.5,1642,30.8,195,0,0,0,0,0,0,5296.055007519625,7.800000000000011,0
4463,L51642,L,302.7,310.5,1263,67.8,197,1,0,1,0,1,0,8967.299238553633,7.800000000000011,0
4464,L51643,L,302.8,310.6,2016,19.9,199,0,0,0,0,0,0,4201.189023792558,7.800000000000011,0
